lat,long,NM_MICRO,total,CD_GEOCMI,Fx18,Fx60,Fx70,pp_18,pp_60,pp_70
-40.2401767465871,-3.71326846035521,SOBRAL,387381.669184726,23005,136385.520987419,40893.2852163327,19925.4018622252,0.352070146412587,0.105563294469756,0.0514360989361208
-52.5815340914483,-28.9701888756367,SOLEDADE,71314.3984487596,43013,21594.6947008176,10085.8943598138,4397.99550183643,0.302809743481657,0.141428583556806,0.0616705125122306
-47.3692305478746,-23.3816767630388,SOROCABA,1347983.0260141,35046,376616.195137633,150392.096409137,65960.5908371657,0.279392386899161,0.111568241963578,0.0489328052091331
-38.1125621876418,-6.81447447533207,SOUSA,182763.529357326,25003,54739.6852720556,26323.5180624854,13243.8782183306,0.299510988130638,0.14403047563729,0.0724645571515373
-35.0614083111314,-8.29640767567287,SUAPE,272369.782122525,26018,90953.4896018861,21300.2327852512,8662.96085241442,0.333933848656422,0.0782033624261202,0.031805880905384
-60.478583044359,0.637648189106804,SUDESTE DE RORAIMA,47550.3793624039,14004,20007.6283493253,2978.47142438729,1069.36947160839,0.42076695533463,0.0626382263259553,0.0224891890653115
-51.7374913817236,-17.5010894325574,SUDOESTE DE GOIÁS,459495.194011775,52013,136645.24221345,43855.5763661917,18918.7076504661,0.297381221815235,0.0954429489964761,0.041172808545156
-49.0635719606634,-27.8596019465849,TABULEIRO,23994.6979392952,42017,6691.6167946152,3342.56577088632,1472.30033174371,0.278878976161504,0.139304348791669,0.0613594026258852
-57.8407973199224,-14.7552812768134,TANGARÁ DA SERRA,149022.218010039,51013,49489.3842209707,11295.3572245006,4647.91006539427,0.332093998343501,0.0757964642811831,0.0311893765068049
-71.6114567678443,-8.91341927385482,TARAUACÁ,76755.3296693828,12002,39369.8718556753,4333.35359812552,1948.50461733905,0.51292688110725,0.0564567127363153,0.0253859194629489
-47.8929940827839,-23.2198290035699,TATUÍ,263192.925347392,35043,73737.5593106811,32182.5984316394,14153.2345153762,0.280165430789425,0.122277596896501,0.0537751328106376
-41.5269790729106,-17.7107500752721,TEÓFILO OTONI,267041.849147936,31015,88718.0875325475,34828.4179208494,17376.5694228001,0.332225408922327,0.130423070511151,0.0650705852968155
-42.6135199451969,-5.26037305163613,TERESINA,1013657.95956162,22003,310594.942165114,95753.4299762693,43164.3545788613,0.306410006684541,0.0944632546640094,0.0425827609517601
-53.6536084643001,-15.9885312545989,TESOURO,54547.8190905038,51020,16745.3019381051,7289.8556027434,3149.72788201004,0.30698389444905,0.133641559356357,0.0577425080328898
-48.9114231319498,-27.349954801321,TIJUCAS,94733.3092522813,42015,27547.4479458772,9644.24328144103,4268.88863389292,0.290789461101971,0.101804142149809,0.0450621715591564
-38.0165363058996,-10.9599907286019,TOBIAS BARRETO,109727.838238747,28005,37849.8258833231,13096.0004254139,6210.51977561731,0.344942782896799,0.119349844448038,0.056599308573859
-48.5290127192502,-2.36725953872455,TOMÉ-AÇU,297555.173646312,15012,130560.208046797,17242.2929446566,7045.2019694016,0.438776467728257,0.057946540580577,0.0236769600846392
-37.0461630103181,-9.89905162948945,TRAIPU,37573.6293904699,27007,15618.7487233225,3928.60096648608,1824.51250893194,0.415683791443474,0.104557399171093,0.048558325041517
-53.0444589877404,-20.8936886520752,TRÊS LAGOAS,160102.531738164,50007,50154.0548660226,14294.988686738,6092.64699879304,0.313262097241821,0.0892864624409339,0.038054657428885
-45.1968991244056,-18.772003669446,TRÊS MARIAS,97797.0554918265,31024,28911.1059160689,12027.4819238209,5390.83431222125,0.29562348038674,0.122984090505936,0.0551226648400656
-53.9571907999976,-27.5097258611978,TRÊS PASSOS,143041.938922366,43002,38469.2548170415,24323.2142704745,10862.3248798165,0.268936894360192,0.170042537550302,0.0759380427981462
-43.0558708048618,-22.1537179975112,TRÊS RIOS,156950.282334815,33005,44199.6182025919,21041.9783067564,9428.67377287493,0.281615410594183,0.13406779518796,0.0600742708621649
-48.8576177226742,-28.1956351756415,TUBARÃO,379225.484724336,42018,102307.133515668,48318.4685563121,20183.9649523373,0.269779162099395,0.127413558694336,0.0532241786624898
-49.9275805705277,-4.58940373285092,TUCURUÍ,339054.325728984,15016,142321.611863377,20415.0121437604,7937.96261803424,0.419760495777125,0.0602116256734585,0.0234120670808939
-50.4363789942471,-21.8548947482591,TUPÃ,109918.402771662,35037,27594.3925557101,17667.482335269,8593.83627922919,0.251044337070956,0.160732706169052,0.0781837805365636
-43.0309349567556,-21.1214742073919,UBÁ,272894.430968568,31064,74811.2268505375,36580.8413981274,17484.0920150528,0.274139807782132,0.134047592207335,0.0640690685881625
-48.1937016802657,-19.5797719086021,UBERABA,352722.025978001,31022,91982.4488179858,43954.3351894867,20126.003162163,0.260778862796968,0.124614659568292,0.0570591051306169
-48.6201633288701,-19.1534025270379,UBERLÂNDIA,834546.10848439,31018,224219.877273561,94633.8444522653,41991.1127020511,0.268672845028017,0.113395585324972,0.0503161086908794
-37.81842116613,-6.1623946055021,UMARIZAL,65089.4053439128,24007,20141.3855803624,9386.99703795131,4775.79440793246,0.309441843475777,0.144216973382277,0.0733728382168896
-35.7619065028602,-7.61349023641769,UMBUZEIRO,53905.2973152082,25019,19932.5572153323,7569.54607310906,3884.16466377915,0.369769915167664,0.140423046530039,0.0720553425587603
-46.2521161991725,-16.2006114041208,UNAÍ,150095.290073241,31001,49116.7276097535,15572.7806651459,6940.94922678727,0.327236967834144,0.103752627131385,0.0462436177937387
-39.4892041669738,-3.66012558925264,URUBURETAMA,103137.858306174,23010,38430.2500722798,10809.2607102397,5485.90626133057,0.372610510858158,0.10480400589812,0.053190034691676
-50.2735244058452,-28.7076321695249,VACARIA,157743.536110152,43015,46630.2137626453,23187.3185490923,10532.4544264086,0.295607762527165,0.146993779402159,0.0667694834674795
-36.8367521689218,-5.65325157354121,VALE DO AÇU,142406.309259873,24004,45410.3916438087,15487.3768363333,7330.09792743171,0.318879071298313,0.108754850236802,0.0514731261945369
-37.1673511399203,-8.87925276647838,VALE DO IPANEMA,182014.951605649,26007,72720.9613107429,20304.8724236028,9427.71309728104,0.399532899188959,0.111556068578339,0.051796366255158
-36.1661113625262,-8.25874318398304,VALE DO IPOJUCA,865120.346322645,26008,287344.590841394,99728.2039267353,48018.9926078632,0.332144067658107,0.115276683007917,0.055505563835109
-44.3659064675466,-22.5045737499808,VALE DO PARAÍBA FLUMINENSE,686689.113272576,33011,184429.639663462,84908.4171764825,36886.0177354827,0.268578074267873,0.123648992732434,0.0537157456300622
-50.2070406171394,-17.3130705347427,VALE DO RIO DOS BOIS,114998.548908537,52014,33851.1535090562,13271.8296299716,5738.09864112134,0.29436157090973,0.115408670421809,0.0498971395342136
-39.2202840052086,-13.6933622907584,VALENÇA,265979.298421714,29030,99219.4285186257,23094.8217013229,10561.9417240489,0.373034401953012,0.08682939551448,0.0397096382565188
-41.8481488566625,-6.05818215201586,VALENÇA DO PIAUÍ,104109.461109879,22006,33389.5816512803,15034.818526457,7678.34904446914,0.320716112592692,0.144413565935079,0.0737526538185161
-46.5629973595967,-14.070444712604,VÃO DO PARANÃ,109165.610281236,52011,38722.2746752296,9845.71015429204,4231.45007669727,0.354711292095304,0.0901905840944524,0.0387617498385807
-45.4684542392755,-21.3826182612701,VARGINHA,445034.419584202,31050,129586.236719576,52322.8337888923,23284.720445326,0.291182504132262,0.117570308017474,0.0523211675786359
-39.6341064907041,-6.63420857211626,VÁRZEA ALEGRE,97281.1933286245,23027,32563.2615016549,14769.0365590124,7361.88119825979,0.334733368161442,0.15181800360036,0.0756763043951435
-43.5895855701686,-22.469960376717,VASSOURAS,165279.371352416,33014,43810.1359254244,22899.1298336525,10448.3740134334,0.2650671742453,0.138548021124947,0.0632164433343283
-43.0376733763306,-20.7743116355765,VIÇOSA,222227.551475349,31062,62598.367512761,30704.7612946161,15291.9684617985,0.281685898517875,0.138168112327971,0.0688122078485609
-40.2294629375211,-20.2366741821476,VITÓRIA,1593040.65294412,32009,453108.636310438,157177.705632838,68572.7021701999,0.284430052348659,0.098665219460882,0.0430451677698681
-40.4744373636914,-14.6379010764403,VITÓRIA DA CONQUISTA,628995.384466091,29028,207199.481788434,74445.3337425599,36047.1495365292,0.329413358039678,0.118355930076897,0.0573090843379193
-35.3535150261689,-8.14145555637177,VITÓRIA DE SANTO ANTÃO,217539.011432239,26014,69893.5625622247,24333.2823864169,11444.4474382502,0.321292085047449,0.111857097383181,0.0526087130896752
-49.9064329404511,-20.3883613826659,VOTUPORANGA,141036.120443617,35003,33249.6811847242,21923.1447708616,9960.82627241072,0.235752948111024,0.155443475769925,0.070626065443943
-52.2409576181636,-26.7353510733968,XANXERÊ,153643.508202264,42003,47582.3647556101,17066.436964061,7087.85719634381,0.309693297896911,0.111078152040071,0.0461318364783302
-51.4154670742811,-23.6894870643441,APUCARANA,291272.772066449,41010,80701.0982724346,36815.1334027267,16193.8686510938,0.277063653083317,0.12639400909855,0.0555969187789355
-50.7829894616461,-23.4523237510875,ASSAÍ,70927.8320660511,41014,20870.5221233426,10694.7472220109,4898.1245720082,0.294250106275728,0.150783506424551,0.0690578638784117
-51.9307015449216,-23.1204324938845,ASTORGA,185116.701720727,41006,50360.5765589958,25896.0266835368,12188.6655787942,0.272047719578385,0.139890277013494,0.0658431436250546
-52.3232129342951,-24.3220851878633,CAMPO MOURÃO,217399.014386624,41005,63108.562946691,28167.6898705788,12469.2650050681,0.290289094109959,0.129566778166184,0.05735658480444
-53.715870104054,-25.8219615418762,CAPANEMA,95455.2790052747,41025,27657.8831808073,13504.6288936004,5883.44359393958,0.289747025717446,0.141475977382604,0.0616356020877009
-53.2110647128381,-25.0191627901509,CASCAVEL,437365.384495962,41023,131100.26461893,45959.0245760492,19225.8225352338,0.299749978544863,0.105081531838681,0.0439582628547305
-49.1155330893473,-24.753130566467,CERRO AZUL,29002.9175658347,41035,10733.6065166618,3437.14293749142,1517.47874573759,0.370087129761936,0.118510247449738,0.0523215894501996
-52.8537002770424,-23.6390042307209,CIANORTE,144486.15057502,41003,40461.2559223083,17878.4322792046,8205.64177981414,0.28003553116532,0.123738034462491,0.0567918914522786
-50.5221185013024,-23.3250515857561,CORNÉLIO PROCÓPIO,175516.29801429,41015,48420.4383023592,26459.6089620053,12029.6842256641,0.275874313953551,0.150753002777275,0.0685388443225069
-49.2987509457882,-25.4621457029686,CURITIBA,3108060.71171088,41037,891904.6507392,312609.170299384,130274.931272472,0.286965002767992,0.100580136392286,0.0419151822812239
-51.5295917446907,-23.8397361642396,FAXINAL,46183.2293932715,41012,13007.5982543393,7244.49982615369,3460.65616346501,0.281651985476667,0.15686429730722,0.0749331783188205
-52.1193272846572,-23.55983045261,FLORAÍ,34781.9689582175,41008,8980.95977986804,5571.17751318886,2568.55414007685,0.258207342737169,0.160174299502175,0.0738472897598861
